ID,epoch,guid,userID
415,1584657739,241_campus_5e73f54b8f4690.60766748,241
416,1584658536,185_campus_5e73f868476943.73626811,185
417,1584659339,244_campus_5e73fb8bd2dd82.97223706,244
418,1584659596,240_campus_5e73fc8cc332f6.91513423,240
419,1584659639,242_campus_5e73fcb7524122.39448371,242
420,1584659897,94_campus_5e73fdb9819893.76161174,94
421,1584659922,245_campus_5e73fdd21669e4.10188179,245
422,1584660044,238_campus_5e73fe4c81ab25.09576129,238
423,1584661012,185_campus_5e74021488b8c5.75701530,185
424,1584661121,219_campus_5e74028178e811.31722414,219
425,1584661437,227_campus_5e7403bdf21d55.88173101,227
426,1584662207,150_campus_5e7406bf4ece51.38282681,150
427,1584662210,199_campus_5e7406c21e2c88.58205850,199
428,1584662771,228_campus_5e7408f348bf76.11926411,228
429,1584662861,192_campus_5e74094d7ae450.43526135,192
430,1584663051,244_campus_5e740a0baf7b54.87620682,244
431,1584663584,186_campus_5e740c20ae2f00.39724716,186
432,1584663944,250_campus_5e740d8868b404.20632467,250
433,1584664377,250_campus_5e740f399024d7.46054939,250
434,1584664418,238_campus_5e740f62aad168.95991091,238
435,1584664583,238_campus_5e7410072076c0.82071544,238
436,1584665907,162_campus_5e741533700f77.36229640,162
437,1584666727,179_campus_5e741867246551.64130205,179
438,1584669776,220_campus_5e7424507dbd28.85939098,220
439,1584673621,251_campus_5e7433551c7eb3.61814065,251
440,1584674156,159_campus_5e74356c5b9cf9.64687998,159
441,1584674453,159_campus_5e7436959a5a33.75969704,159
442,1584675846,170_campus_5e743c060db6b6.32460324,170
443,1584697219,194_campus_5e748f8324e8c7.60224595,194
444,1584707217,97_campus_5e74b69144dc21.44105812,97
445,1584710215,237_campus_5e74c247b68099.84897585,237
446,1584718878,207_campus_5e74e41e6c8932.92559878,207
447,1584722045,241_campus_5e74f07d1f6eb9.31169904,241
448,1584725221,231_campus_5e74fce5289ac0.17578252,231
449,1584725400,164_campus_5e74fd98f17083.14242745,164
450,1584725810,230_campus_5e74ff32b7b709.13029558,230
451,1584731816,155_campus_5e7516a8f0e4d4.26760021,155
452,1584733357,210_campus_5e751cad755bc5.66880060,210
453,1584734454,210_campus_5e7520f671b9b7.58435419,210
454,1584737381,149_campus_5e752c657d2ca0.48776153,149
455,1584738570,144_campus_5e75310aae2dd5.91790713,144
456,1584739294,159_campus_5e7533ded75e41.52061622,159
457,1584740056,163_campus_5e7536d8c5e390.53241534,163
458,1584740814,138_campus_5e7539ce609b92.57967611,138
459,1584740972,163_campus_5e753a6cadc6c3.91139517,163
460,1584745130,256_campus_5e754aaad524a0.79903686,256
461,1584745314,116_campus_5e754b62ac3933.72323937,116
462,1584746021,163_campus_5e754e257252c8.28975609,163
463,1584749384,150_campus_5e755b48edd2c3.04123769,150
464,1584749589,85_campus_5e755c15dd7a31.15760951,85
465,1584806528,209_campus_5e763a80a92939.15129202,209
466,1584806605,236_campus_5e763acd5b3e22.14110019,236
467,1584808432,168_campus_5e7641f0205129.90381093,168
468,1584814242,221_campus_5e7658a23352b2.14284673,221
469,1584816089,163_campus_5e765fd9bee037.26891035,163
470,1584816185,224_campus_5e766039576713.10883918,224
471,1584819608,163_campus_5e766d985f9a06.37578671,163
472,1584819816,250_campus_5e766e682c0139.20031330,250
473,1584819937,245_campus_5e766ee1ca8eb1.50439103,245
474,1584820210,245_campus_5e766ff2508813.40736025,245
475,1584823018,258_campus_5e767aea97e052.30893569,258
476,1584823737,259_campus_5e767db9b956f3.60979720,259
477,1584823880,192_campus_5e767e48bf5b59.45522298,192
478,1584824287,260_campus_5e767fdf921f79.84698216,260
479,1584825076,262_campus_5e7682f4661a89.53073174,262
480,1584825203,134_campus_5e768373305a16.15789775,134
481,1584827497,242_campus_5e768c69e23614.57015642,242
482,1584828570,269_campus_5e76909a25d701.20843398,269
483,1584830188,270_campus_5e7696ec4de146.36334117,270
484,1584832105,272_campus_5e769e69708337.37770264,272
485,1584833045,110_campus_5e76a215ef4141.86257028,110
486,1584833977,272_campus_5e76a5b9e370d6.91198582,272
487,1584838601,213_campus_5e76b7c9532bb3.43558229,213
488,1584838913,274_campus_5e76b901e318a2.30788287,274
489,1584839250,106_campus_5e76ba528e6521.04015944,106
490,1584842836,240_campus_5e76c854316138.67481003,240
491,1584843339,121_campus_5e76ca4b9e39f1.62604570,121
492,1584852656,264_campus_5e76eeb03e25c8.04949206,264
493,1584853197,264_campus_5e76f0cd165399.26095116,264
494,1584887936,238_campus_5e7778806529d4.20812566,238
495,1584888293,209_campus_5e7779e5138d11.87028691,209
496,1584891780,223_campus_5e778784890945.35036915,223
497,1584896757,85_campus_5e779af5d8ef22.59530504,85
498,1584897894,163_campus_5e779f66ee38f4.45187930,163
499,1584897901,276_campus_5e779f6dae88c2.19369346,276
500,1584899227,277_campus_5e77a49b7a6253.97448548,277
501,1584900000,246_campus_5e77a7a07a19a1.79260337,246
502,1584907224,251_campus_5e77c3d8d5a056.56395182,251
503,1584912053,278_campus_5e77d6b5e1f052.86431925,278
504,1584912106,278_campus_5e77d6eacb4125.58153008,278
505,1584912142,278_campus_5e77d70e2436a9.90069275,278
506,1584914879,209_campus_5e77e1bf09a4b4.15935329,209
507,1584916365,65_campus_5e77e78d8a81c4.34903434,65
508,1584916409,65_campus_5e77e7b907c788.32837454,65
509,1584920809,211_campus_5e77f8e9ee3652.58479632,211
510,1584927991,256_campus_5e7814f7c555e0.32597564,256
511,1584928198,131_campus_5e7815c61356d9.37915879,131
512,1584928538,256_campus_5e78171a596652.20425876,256
513,1584928619,118_campus_5e78176ba2ae18.75648645,118
514,1584928808,220_campus_5e7818283fb289.36199211,220
515,1584929062,220_campus_5e781926236912.67925093,220
516,1584930088,262_campus_5e781d2869c470.92565204,262
517,1584936641,177_campus_5e7836c12b89e6.13101917,177
518,1584938340,274_campus_5e783d647a1743.70214756,274
519,1584940377,279_campus_5e784559d89ec7.68751565,279
520,1584940924,279_campus_5e78477ce67855.85619926,279
521,1584961719,281_campus_5e7898b7af56e5.78107561,281
522,1584972123,192_campus_5e78c15b2ca583.65835864,192
523,1584974360,209_campus_5e78ca18f237d4.98361381,209
524,1584978405,218_campus_5e78d9e5ab5170.58031111,218
525,1584984080,258_campus_5e78f010149539.54964233,258
526,1584990651,116_campus_5e7909bb9c6a98.88274778,116
527,1584991817,144_campus_5e790e492c07f4.31220666,144
528,1584993810,170_campus_5e791612eb88b8.31625643,170
529,1584994224,283_campus_5e7917b0391eb7.90055606,283
530,1584998715,277_campus_5e79293b29f2d2.08349675,277
531,1584998817,272_campus_5e7929a1c9be12.23441724,272
532,1584999377,284_campus_5e792bd170d971.17586764,284
533,1585000120,272_campus_5e792eb8a90da9.60353423,272
534,1585000760,253_campus_5e793138ac3651.49340359,253
535,1585001175,268_campus_5e7932d76c9212.03797162,268
536,1585001213,285_campus_5e7932fd30bd63.83619295,285
537,1585001729,116_campus_5e79350156d759.19952247,116
538,1585003272,186_campus_5e793b0894aa48.34672784,186
539,1585004133,225_campus_5e793e659dc486.32914824,225
540,1585006639,196_campus_5e79482fab8457.04326230,196
541,1585006793,286_campus_5e7948c9638682.29718165,286
